cluster,latitude,longitude,depth,mag,zone_name
0,0.9104877505238993,128.19523396499307,53.15035101389984,4.388609463089235,Zona Papua
1,-8.012558103832596,121.2585147048249,84.8741790105701,4.467852160782343,Zona Jawa-Bali-NTB
2,-3.18656615945135,123.68849121303042,483.74683219031294,4.5755165023574795,Zona Sulawesi-NTT
3,-1.5841095709570958,100.01330477613797,42.08810131390415,4.501722398654961,Zona Sumatera
4,-1.5051724527395045,125.92975301185517,59.414194248638594,5.379705222685039,Zona Maluku
